permutation,effect_25_144ms,effect_144_262ms,effect_262_381ms,effect_381_500ms,max_absolute_effect,max_positive_effect,propensity_min,propensity_max
177,-0.0025109730064916047,0.005362257836119739,-0.001667705704967129,-0.004836688651330305,0.005362257836119739,0.005362257836119739,0.35708757311416395,0.6332552994390199
178,-0.010215853966767852,-0.004697221034271179,0.004072735794327153,-0.00789944788434073,0.010215853966767852,0.004072735794327153,0.349517884172499,0.686785380751514
179,-0.0012224733171889407,0.001034707172086479,0.00431119609918029,-0.0006020874336724092,0.00431119609918029,0.00431119609918029,0.3477311476825661,0.7174334624356431
180,0.005397998540003892,-0.0024810902977243513,0.002478550537552799,0.0030244358344462194,0.005397998540003892,0.005397998540003892,0.29367886997334386,0.7020284476877512
181,0.002527003129992238,0.002832548819491498,-0.007727741474013498,0.0016130647442279737,0.007727741474013498,0.002832548819491498,0.3852467595918137,0.6529183698550992
182,0.001174882266188509,0.0035429523213185293,0.000628549820046891,0.003965462016539846,0.003965462016539846,0.003965462016539846,0.30375450068858795,0.6971748122978328
183,-0.005132523857884717,-0.006710870406147111,0.003427653175845715,0.01189116440266301,0.01189116440266301,0.01189116440266301,0.3276253948845218,0.7122336310964782
184,-0.016004401928922614,-0.0014015155594468984,-0.002868215079951232,0.0025676884208336963,0.016004401928922614,0.0025676884208336963,0.32673049131563736,0.7149659529053639
185,0.0072965309990071095,0.0014029711299659376,-0.0024556750329914304,0.0003904065828056755,0.0072965309990071095,0.0072965309990071095,0.3440543827441027,0.6943784277700188
186,0.0050878311856831036,0.0036464818788300496,-0.002492647921658807,-0.007192470905873626,0.007192470905873626,0.0050878311856831036,0.31195340175958036,0.7248735253805948
187,-0.005541359994993768,-0.005755094526270017,0.0048242133405438,-0.0030787949417975247,0.005755094526270017,0.0048242133405438,0.2903928849861756,0.6613843835623341
188,-0.001285118143578406,-0.0025721996417327267,-0.010178976492514544,-0.002709750807434437,0.010178976492514544,-0.001285118143578406,0.3024879115283543,0.6842700930535216
189,0.0005283191906701715,-0.0051855370918275,0.001189222552142584,0.004920799973253936,0.0051855370918275,0.004920799973253936,0.3816009095384294,0.6627843617276423
190,-0.005335035996251424,0.0035060863511660123,0.011191211634990945,0.0077984360684369295,0.011191211634990945,0.011191211634990945,0.34250990761429506,0.6986674374004432
191,0.009639941805815271,-0.00877221600372057,-0.0006513615535283707,0.002937339885670591,0.009639941805815271,0.009639941805815271,0.3097394400665179,0.6820334055261068
192,-0.004777417747506479,0.005174037488017401,-0.00248170195508221,0.004548246127541881,0.005174037488017401,0.005174037488017401,0.26568624612448305,0.642566639073029
193,0.0004991625159211453,-0.0033566785059782984,0.0009414834242097046,-0.008068499393215085,0.008068499393215085,0.0009414834242097046,0.34922568379407576,0.6734552969088258
194,-0.004409472346244002,0.0011397522985226068,-0.004879479046169555,0.00246994985138446,0.004879479046169555,0.00246994985138446,0.3172035807562778,0.7024243235998677
195,-0.009805195153077834,-0.00246141055729422,0.005354775157488257,0.0011888580712995933,0.009805195153077834,0.005354775157488257,0.3227214390793052,0.6385202061422276
196,0.0011208610796993664,-0.0048837616785143085,-0.0011249149929524718,0.00029603159319815584,0.0048837616785143085,0.0011208610796993664,0.18392471360882515,0.6750937477262999
197,0.002596338522117337,-0.0004975903251131985,0.0012294568327855797,-0.00042145803433598955,0.002596338522117337,0.002596338522117337,0.2657334280773683,0.701522219150551
198,-0.010011320453190302,-0.003428525974516294,0.008288869908995225,0.012971297104303173,0.012971297104303173,0.012971297104303173,0.29858068904752955,0.7032110017789058
